Name,Gender,City,Frequency,Item,Spends
Tara,F,Bangalore,Daily,Samosa,84
Rohit,M,Ahmedabad,Monthly,Pizza,9
Shreya,M,Chennai,Weekly,Chowmein,43
Om,M,Hyderabad,Daily,Dosa,97
Tara,F,Bangalore,Weekly,Dosa,82
Shreya,M,Pune,Monthly,Burger,78
Yash,F,Ahmedabad,Daily,Roll,37
Dhruv,F,Ahmedabad,Weekly,Roll,86
Aryan,F,Ahmedabad,Monthly,Vada,77
Dhruv,F,Hyderabad,Monthly,Chowmein,72
Kiara,F,Pune,Monthly,Paneer,14
Swati,F,Bangalore,Never,Chowmein,7
Meera,M,Mumbai,Once,Burger,41
Simran,F,Bangalore,Once,Dosa,100
Yash,M,Hyderabad,Weekly,Roll,32
Kiara,F,Hyderabad,Weekly,Roll,35
Kavya,M,Hyderabad,Daily,Samosa,62
Dhruv,M,Hyderabad,Weekly,Dosa,22
Manav,M,Chennai,Daily,Sandwich,48
Aman,F,Bangalore,Monthly,Samosa,63
Vivaan,M,Mumbai,Weekly,Dosa,54
Rahul,M,Mumbai,Monthly,Burger,33
Tanvi,M,Bangalore,Once,Samosa,66
Aisha,F,Hyderabad,Once,Burger,89
Ragini,M,Delhi,Once,Burger,42
Priya,F,Delhi,Monthly,Chowmein,48
Aryan,M,Kolkata,Once,Paneer,73
Reyansh,M,Ahmedabad,Daily,Sandwich,28
Karan,F,Mumbai,Weekly,Chowmein,8
Simran,F,Bangalore,Monthly,Burger,27
Saanvi,F,Bangalore,Once,Pizza,36
Pooja,M,Bangalore,Once,Chowmein,64
Meera,M,Bangalore,Once,Dosa,81
Abhay,F,Mumbai,Daily,Roll,31
Abhay,M,Kolkata,Once,Roll,61
Saanvi,F,Hyderabad,Daily,Sandwich,19
Diya,M,Chennai,Daily,Vada,94
Ragini,F,Delhi,Never,Sandwich,21
Rahul,F,Delhi,Never,Roll,16
Rahul,F,Pune,Weekly,Paneer,64
Manav,F,Mumbai,Weekly,Roll,58
Nitin,F,Mumbai,Daily,Dosa,93
Manav,F,Kolkata,Once,Roll,70
Om,M,Hyderabad,Once,Samosa,12
Rhea,F,Bangalore,Weekly,Dosa,20
Priya,F,Ahmedabad,Weekly,Roll,62
Saanvi,M,Chennai,Once,Chowmein,65
Kriti,F,Delhi,Daily,Vada,42
Aisha,F,Kolkata,Once,Vada,53
Aditya,F,Delhi,Daily,Vada,25
Vivaan,M,Mumbai,Never,Sandwich,92
Nitin,F,Pune,Once,Vada,79
Anaya,F,Mumbai,Never,Samosa,91
Harsh,M,Hyderabad,Daily,Pizza,72
Kriti,M,Pune,Daily,Paneer,71
Neha,F,Bangalore,Never,Sandwich,98
Radhika,F,Chennai,Daily,Vada,71
Abhay,M,Bangalore,Daily,Chowmein,91
Om,M,Kolkata,Weekly,Paneer,55
Yash,M,Mumbai,Never,Chowmein,87
Rahul,F,Hyderabad,Never,Paneer,40
Ishaan,M,Bangalore,Weekly,Pizza,27
Tara,M,Hyderabad,Daily,Vada,7
Simran,M,Mumbai,Monthly,Roll,31
Karan,M,Hyderabad,Weekly,Pizza,95
Nitin,M,Pune,Daily,Chowmein,94
Diya,F,Bangalore,Daily,Sandwich,56
Yash,M,Pune,Monthly,Samosa,28
Aditya,M,Delhi,Monthly,Burger,67
Karan,M,Delhi,Daily,Sandwich,52
Saanvi,F,Bangalore,Daily,Vada,95
Radhika,F,Bangalore,Never,Dosa,63
Vivek,F,Pune,Monthly,Chowmein,57
Tara,M,Ahmedabad,Monthly,Dosa,17
Neha,M,Kolkata,Daily,Samosa,28
Aditya,M,Bangalore,Once,Sandwich,43
Naira,M,Kolkata,Daily,Chowmein,14
Vivaan,M,Delhi,Daily,Roll,42
Neha,M,Pune,Daily,Paneer,65
Rohit,F,Hyderabad,Daily,Burger,36
Meera,M,Bangalore,Monthly,Vada,33
Siddharth,F,Mumbai,Monthly,Pizza,100
Ishaan,M,Bangalore,Daily,Paneer,46
Vivek,M,Chennai,Never,Roll,49
Ira,M,Delhi,Once,Paneer,5
Karan,M,Mumbai,Once,Samosa,23
Yash,F,Mumbai,Never,Dosa,87
Tanish,M,Hyderabad,Never,Paneer,67
Nitin,F,Kolkata,Monthly,Dosa,31
Swati,M,Mumbai,Once,Pizza,93
Tara,M,Ahmedabad,Monthly,Vada,24
Meera,F,Bangalore,Monthly,Pizza,80
Manav,M,Kolkata,Never,Roll,74
Tara,F,Hyderabad,Daily,Samosa,26
Meera,M,Ahmedabad,Monthly,Pizza,42
Pooja,M,Hyderabad,Weekly,Roll,55
Neha,M,Chennai,Weekly,Dosa,93
Ragini,M,Pune,Monthly,Samosa,32
Vivaan,F,Hyderabad,Daily,Dosa,88
Aditya,F,Mumbai,Weekly,Sandwich,49
Diya,F,Pune,Once,Dosa,7
Tara,M,Ahmedabad,Never,Samosa,79
Karan,M,Ahmedabad,Weekly,Sandwich,29
Tara,M,Hyderabad,Never,Samosa,72
Simran,M,Kolkata,Never,Burger,72
Aisha,M,Ahmedabad,Never,Paneer,84
Siddharth,F,Pune,Monthly,Paneer,30
Kavya,M,Pune,Daily,Pizza,34
Simran,F,Ahmedabad,Monthly,Burger,39
Diya,F,Bangalore,Never,Samosa,84
Ira,F,Bangalore,Monthly,Pizza,39
Anaya,M,Bangalore,Never,Samosa,43
Nikhil,F,Hyderabad,Monthly,Paneer,72
Rahul,F,Chennai,Weekly,Pizza,95
Kiara,F,Hyderabad,Monthly,Pizza,61
Harsh,M,Mumbai,Daily,Vada,56
Simran,M,Kolkata,Once,Burger,36
Saanvi,F,Mumbai,Never,Burger,97
Dhruv,M,Bangalore,Never,Dosa,34
Rahul,M,Bangalore,Weekly,Pizza,72
Pooja,F,Hyderabad,Weekly,Vada,54
Ragini,F,Hyderabad,Never,Sandwich,24
Vivek,F,Mumbai,Weekly,Vada,88
Pooja,F,Bangalore,Daily,Sandwich,85
Arjun,F,Chennai,Weekly,Pizza,73
Priya,M,Ahmedabad,Monthly,Vada,66
Radhika,F,Delhi,Daily,Dosa,27
Neha,M,Hyderabad,Weekly,Samosa,42
Ira,F,Bangalore,Never,Burger,94
Shreya,F,Kolkata,Never,Paneer,85
Aisha,M,Kolkata,Once,Roll,93
Ishaan,M,Chennai,Weekly,Chowmein,29
Tanish,F,Kolkata,Monthly,Chowmein,18
Aryan,F,Delhi,Monthly,Dosa,72
Ira,M,Ahmedabad,Weekly,Sandwich,12
Vivek,M,Delhi,Monthly,Burger,70
Nikhil,M,Bangalore,Once,Chowmein,92
Aman,M,Pune,Monthly,Paneer,18
Kabir,F,Kolkata,Weekly,Samosa,5
Karan,F,Hyderabad,Once,Samosa,56
Nitin,M,Delhi,Never,Paneer,99
Harsh,F,Kolkata,Monthly,Pizza,5
Dhruv,M,Kolkata,Once,Pizza,83
Rahul,M,Hyderabad,Once,Roll,59
Swati,M,Bangalore,Once,Pizza,97
Tara,M,Mumbai,Daily,Dosa,28
Swati,M,Pune,Once,Vada,88
Shreya,F,Pune,Once,Pizza,7
Meera,M,Ahmedabad,Monthly,Burger,23
Om,M,Hyderabad,Daily,Dosa,80
Aryan,M,Kolkata,Never,Pizza,25
Arjun,M,Mumbai,Weekly,Vada,75
Kabir,F,Chennai,Once,Chowmein,32
Kiara,M,Bangalore,Daily,Pizza,90
Rohit,F,Pune,Monthly,Burger,79
Ira,M,Ahmedabad,Monthly,Sandwich,48
Radhika,M,Mumbai,Never,Burger,7
Dhruv,F,Pune,Never,Dosa,38
Aryan,M,Delhi,Never,Vada,20
Simran,F,Ahmedabad,Never,Pizza,93
Radhika,M,Chennai,Never,Vada,33
Meera,F,Chennai,Monthly,Pizza,78
Rohit,M,Hyderabad,Weekly,Dosa,32
Priya,F,Ahmedabad,Once,Dosa,46
Kriti,F,Chennai,Monthly,Pizza,6
Ira,M,Ahmedabad,Weekly,Burger,22
Nikhil,F,Delhi,Monthly,Paneer,28
Neha,M,Delhi,Weekly,Roll,13
Abhay,F,Mumbai,Weekly,Sandwich,92
Diya,F,Chennai,Daily,Chowmein,77
Siddharth,M,Delhi,Daily,Samosa,14
Manav,M,Chennai,Once,Sandwich,29
Vivek,M,Delhi,Daily,Samosa,43
Swati,F,Mumbai,Monthly,Paneer,24
Kavya,M,Bangalore,Monthly,Burger,64
Ishaan,F,Chennai,Daily,Chowmein,60
Karan,F,Ahmedabad,Monthly,Vada,31
Ragini,M,Bangalore,Monthly,Burger,40
Priya,F,Delhi,Once,Vada,21
Arjun,F,Kolkata,Daily,Chowmein,61
Arjun,F,Kolkata,Weekly,Roll,84
Kriti,M,Delhi,Once,Burger,11
Aisha,F,Delhi,Daily,Pizza,41
Aarav,F,Bangalore,Daily,Roll,24
Arjun,F,Pune,Daily,Burger,73
Nitin,M,Kolkata,Daily,Paneer,87
Priya,M,Kolkata,Once,Pizza,60
Anaya,M,Bangalore,Once,Vada,9
Rahul,F,Pune,Daily,Paneer,53
Nikhil,M,Pune,Daily,Pizza,44
Kriti,F,Kolkata,Never,Paneer,95
Kiara,M,Ahmedabad,Monthly,Pizza,30
Vivek,M,Ahmedabad,Weekly,Chowmein,8
Rahul,M,Pune,Never,Sandwich,76
Naira,M,Hyderabad,Monthly,Samosa,62
Sneha,F,Chennai,Daily,Pizza,53
Rahul,F,Kolkata,Monthly,Samosa,23
Kabir,F,Kolkata,Monthly,Dosa,47
Aryan,M,Delhi,Once,Paneer,93
Manav,F,Hyderabad,Once,Pizza,33
Aarav,F,Mumbai,Once,Chowmein,96
Aditya,M,Delhi,Never,Pizza,76
Vivek,M,Mumbai,Monthly,Samosa,95
Ira,F,Chennai,Daily,Samosa,21
Vivek,M,Mumbai,Daily,Chowmein,54
Nitin,M,Pune,Monthly,Vada,41
Sneha,M,Pune,Daily,Sandwich,76
Vivek,F,Delhi,Monthly,Paneer,99
Tara,F,Hyderabad,Monthly,Vada,82
Reyansh,F,Delhi,Once,Vada,40
Manav,M,Mumbai,Weekly,Sandwich,19
Manav,F,Pune,Daily,Paneer,26
Diya,F,Ahmedabad,Weekly,Pizza,64
Aisha,F,Bangalore,Daily,Paneer,84
Abhay,M,Ahmedabad,Daily,Pizza,24
Radhika,F,Pune,Never,Dosa,89
Ishaan,M,Bangalore,Never,Paneer,35
Naira,M,Bangalore,Monthly,Dosa,79
Arjun,F,Chennai,Daily,Pizza,42
Yash,F,Chennai,Monthly,Roll,50
Kriti,F,Pune,Weekly,Paneer,46
Priya,M,Hyderabad,Daily,Samosa,23
Tara,F,Hyderabad,Daily,Dosa,97
Siddharth,F,Kolkata,Daily,Vada,41
Dhruv,F,Pune,Weekly,Pizza,94
Karan,M,Bangalore,Weekly,Burger,45
Rhea,F,Pune,Daily,Samosa,16
Arjun,F,Hyderabad,Never,Sandwich,17
Kavya,M,Mumbai,Monthly,Sandwich,58
Pooja,F,Delhi,Monthly,Vada,28
Diya,M,Chennai,Monthly,Paneer,5
Aarav,F,Ahmedabad,Monthly,Sandwich,53
Tara,F,Chennai,Never,Vada,69
Rhea,F,Hyderabad,Never,Dosa,85
Abhay,M,Mumbai,Weekly,Chowmein,68
Priya,F,Hyderabad,Monthly,Chowmein,20
Swati,F,Ahmedabad,Once,Pizza,62
Ishaan,M,Bangalore,Never,Roll,74
Rohit,F,Mumbai,Monthly,Dosa,95
Siddharth,F,Ahmedabad,Daily,Roll,85
Ishaan,M,Bangalore,Daily,Pizza,65
Abhay,M,Hyderabad,Once,Dosa,33
Vivaan,F,Pune,Daily,Vada,36
Nitin,F,Hyderabad,Monthly,Chowmein,88
Harsh,F,Pune,Never,Sandwich,30
Rhea,M,Ahmedabad,Monthly,Samosa,27
Saanvi,F,Pune,Monthly,Samosa,21
Radhika,M,Chennai,Monthly,Chowmein,70
Karan,F,Delhi,Weekly,Samosa,92
Siddharth,F,Bangalore,Never,Burger,53
Simran,F,Kolkata,Daily,Burger,59
Om,M,Delhi,Once,Samosa,14
Karan,F,Hyderabad,Monthly,Chowmein,82
Pooja,M,Chennai,Never,Dosa,62
Rahul,M,Hyderabad,Weekly,Paneer,47
Rhea,F,Hyderabad,Daily,Paneer,52
Saanvi,F,Kolkata,Weekly,Samosa,62
Harsh,M,Delhi,Never,Vada,47
Tara,M,Mumbai,Once,Vada,94
Harsh,M,Hyderabad,Monthly,Sandwich,94
Tanvi,M,Delhi,Weekly,Vada,93
Kiara,M,Mumbai,Monthly,Samosa,50
Vivek,F,Pune,Monthly,Burger,19
Swati,M,Bangalore,Never,Dosa,60
Pooja,F,Mumbai,Never,Chowmein,92
Naira,F,Bangalore,Daily,Sandwich,41
Tanvi,M,Delhi,Monthly,Roll,51
Kiara,M,Hyderabad,Once,Samosa,78
Diya,F,Hyderabad,Monthly,Samosa,57
Aarav,M,Kolkata,Never,Burger,94
Rhea,F,Delhi,Weekly,Chowmein,64
Om,M,Mumbai,Monthly,Dosa,53
Abhay,F,Bangalore,Never,Roll,73
Aditya,M,Ahmedabad,Monthly,Sandwich,72
Rahul,F,Hyderabad,Daily,Vada,36
Vivaan,M,Mumbai,Monthly,Roll,72
Naira,F,Delhi,Monthly,Burger,94
Aisha,M,Pune,Never,Samosa,79
Kriti,F,Chennai,Never,Pizza,47
Aman,M,Mumbai,Daily,Dosa,33
Om,M,Chennai,Daily,Samosa,18
Arjun,F,Bangalore,Weekly,Chowmein,60
Harsh,M,Bangalore,Once,Samosa,51
Kavya,F,Ahmedabad,Monthly,Sandwich,61
Harsh,F,Hyderabad,Never,Sandwich,44
Tanvi,M,Hyderabad,Monthly,Pizza,83
Aisha,M,Pune,Weekly,Chowmein,77
Manav,F,Mumbai,Never,Burger,79
Harsh,M,Pune,Never,Roll,79
Diya,M,Chennai,Weekly,Samosa,66
Yash,M,Mumbai,Daily,Burger,83
Abhay,M,Mumbai,Weekly,Vada,22
Naira,M,Chennai,Monthly,Roll,64
Ishaan,M,Chennai,Daily,Burger,79
Kriti,M,Delhi,Weekly,Paneer,15
Kriti,M,Hyderabad,Never,Pizza,89
Ira,M,Kolkata,Weekly,Paneer,45
Saanvi,M,Chennai,Monthly,Roll,47
Tara,F,Mumbai,Monthly,Vada,70
Radhika,M,Chennai,Weekly,Burger,69
Om,F,Pune,Monthly,Vada,98
Neha,F,Ahmedabad,Monthly,Dosa,64
Harsh,M,Bangalore,Daily,Burger,9
Reyansh,F,Kolkata,Never,Paneer,74
Aarav,F,Mumbai,Weekly,Dosa,17
Tanvi,M,Kolkata,Once,Sandwich,25
Aman,F,Mumbai,Never,Paneer,63
Dhruv,F,Hyderabad,Never,Burger,18
Arjun,M,Hyderabad,Daily,Samosa,57
Priya,F,Bangalore,Once,Roll,89
Siddharth,F,Delhi,Once,Pizza,100
Shreya,M,Chennai,Daily,Sandwich,15
Kabir,M,Hyderabad,Never,Samosa,59
Kabir,M,Bangalore,Monthly,Sandwich,49
Abhay,F,Ahmedabad,Once,Sandwich,65
Siddharth,F,Delhi,Once,Sandwich,59
Naira,M,Kolkata,Once,Sandwich,12
Diya,F,Bangalore,Once,Dosa,65
Tanish,M,Pune,Weekly,Paneer,25
Kriti,F,Hyderabad,Never,Samosa,95
Aisha,F,Ahmedabad,Weekly,Sandwich,87
Harsh,M,Pune,Weekly,Roll,36
Dhruv,F,Mumbai,Once,Roll,92
Naira,M,Ahmedabad,Monthly,Pizza,66
Rhea,F,Pune,Weekly,Roll,40
Simran,M,Mumbai,Never,Chowmein,94
Vivek,F,Bangalore,Once,Sandwich,5
Vivek,F,Bangalore,Daily,Roll,90
Kabir,F,Pune,Weekly,Sandwich,39
Abhay,F,Ahmedabad,Once,Paneer,70
Nitin,F,Delhi,Once,Burger,92
Reyansh,M,Delhi,Weekly,Sandwich,13
Simran,F,Pune,Daily,Burger,65
Shreya,M,Mumbai,Once,Dosa,82
Priya,M,Bangalore,Once,Chowmein,62
Diya,F,Mumbai,Once,Roll,45
Ira,F,Kolkata,Weekly,Roll,72
Ishaan,M,Chennai,Monthly,Dosa,57
Kiara,F,Delhi,Monthly,Dosa,48
Aman,F,Delhi,Never,Vada,28
Aman,F,Mumbai,Weekly,Paneer,9
Ishaan,F,Bangalore,Daily,Paneer,64
Kabir,F,Pune,Once,Burger,70
Harsh,F,Pune,Daily,Paneer,100
Tanish,M,Bangalore,Weekly,Vada,17
Aditya,F,Mumbai,Never,Paneer,48
Saanvi,M,Hyderabad,Weekly,Pizza,75
Ragini,M,Pune,Daily,Chowmein,91
Rhea,F,Delhi,Once,Burger,8
Aarav,M,Bangalore,Weekly,Pizza,51
Pooja,F,Hyderabad,Monthly,Dosa,49
Radhika,F,Hyderabad,Once,Vada,25
Nikhil,M,Pune,Daily,Pizza,43
Sneha,M,Kolkata,Monthly,Burger,81
Siddharth,F,Kolkata,Weekly,Samosa,76
Swati,M,Chennai,Weekly,Chowmein,14
Vivaan,M,Hyderabad,Never,Dosa,13
Abhay,F,Delhi,Daily,Paneer,39
Simran,M,Hyderabad,Never,Pizza,24
Kiara,F,Ahmedabad,Monthly,Chowmein,37
Kavya,M,Ahmedabad,Once,Dosa,25
Pooja,F,Bangalore,Weekly,Burger,39
Rahul,M,Bangalore,Once,Samosa,60
Vivek,M,Delhi,Once,Samosa,20
Vivek,F,Ahmedabad,Daily,Pizza,33
Aditya,M,Delhi,Daily,Burger,11
Vivaan,M,Mumbai,Weekly,Dosa,33
Meera,F,Pune,Monthly,Burger,56
Vivaan,M,Hyderabad,Once,Sandwich,36
Arjun,F,Chennai,Never,Burger,88
Diya,M,Delhi,Weekly,Chowmein,87
Swati,M,Bangalore,Monthly,Dosa,52
Vivek,F,Kolkata,Weekly,Sandwich,79
Nikhil,M,Hyderabad,Never,Chowmein,55
Manav,M,Hyderabad,Monthly,Burger,58
Reyansh,F,Kolkata,Weekly,Dosa,46
Radhika,M,Ahmedabad,Monthly,Burger,8
Kabir,F,Chennai,Daily,Chowmein,100
Reyansh,F,Pune,Never,Dosa,27
Anaya,M,Mumbai,Once,Roll,47
Reyansh,F,Pune,Daily,Sandwich,91
Aryan,F,Ahmedabad,Monthly,Dosa,88
Anaya,M,Kolkata,Monthly,Burger,24
Naira,F,Mumbai,Never,Chowmein,98
Vivaan,M,Kolkata,Monthly,Paneer,67
Aryan,M,Delhi,Never,Sandwich,67
Vivek,M,Hyderabad,Never,Samosa,84
Diya,M,Bangalore,Weekly,Samosa,86
Nitin,M,Hyderabad,Once,Samosa,36
Aryan,F,Chennai,Once,Chowmein,11
Radhika,F,Bangalore,Never,Sandwich,7
Tanvi,M,Bangalore,Monthly,Burger,26
Tanvi,F,Mumbai,Never,Dosa,17
Ishaan,M,Delhi,Never,Paneer,25
Aditya,F,Chennai,Monthly,Vada,60
Nitin,M,Pune,Monthly,Chowmein,71
Radhika,M,Hyderabad,Daily,Samosa,53
Neha,M,Bangalore,Once,Roll,98
Tanish,F,Hyderabad,Monthly,Roll,60
Rahul,M,Delhi,Once,Burger,27
Tara,F,Pune,Daily,Samosa,97
Sneha,F,Pune,Never,Vada,28
Harsh,F,Chennai,Once,Burger,43
Tanish,M,Pune,Weekly,Burger,18
Rhea,M,Hyderabad,Daily,Samosa,61
Sneha,F,Delhi,Monthly,Chowmein,74
Kriti,M,Pune,Daily,Burger,79
Rahul,F,Mumbai,Never,Sandwich,13
Simran,M,Bangalore,Weekly,Sandwich,37
Siddharth,M,Delhi,Never,Vada,61
Simran,M,Hyderabad,Monthly,Paneer,25
Tanish,F,Chennai,Weekly,Samosa,40
Naira,M,Delhi,Once,Dosa,39
Om,M,Ahmedabad,Monthly,Roll,77
Abhay,M,Delhi,Never,Vada,81
Reyansh,F,Ahmedabad,Weekly,Dosa,17
Swati,M,Bangalore,Weekly,Samosa,47
Yash,M,Bangalore,Weekly,Pizza,71
Radhika,M,Hyderabad,Monthly,Chowmein,12
Kriti,F,Pune,Never,Paneer,90
Vivek,M,Chennai,Daily,Roll,65
Ragini,F,Chennai,Once,Samosa,31
Yash,F,Kolkata,Never,Dosa,14
Swati,F,Bangalore,Never,Burger,72
Yash,M,Ahmedabad,Never,Sandwich,29
Nitin,M,Pune,Weekly,Pizza,10
Yash,M,Ahmedabad,Never,Samosa,99
Aarav,M,Pune,Weekly,Dosa,43
Tanvi,M,Mumbai,Never,Paneer,6
Priya,M,Hyderabad,Monthly,Vada,18
Naira,F,Chennai,Never,Roll,21
Om,M,Bangalore,Weekly,Sandwich,34
Aman,F,Delhi,Once,Pizza,17
Meera,F,Hyderabad,Daily,Vada,82
Pooja,F,Ahmedabad,Never,Paneer,39
Swati,F,Mumbai,Monthly,Dosa,14
Aditya,F,Mumbai,Monthly,Roll,65
Simran,F,Delhi,Monthly,Burger,49
Nikhil,F,Bangalore,Daily,Burger,67
Tanish,M,Delhi,Once,Burger,10
Aman,M,Mumbai,Daily,Sandwich,79
Kabir,M,Kolkata,Monthly,Sandwich,30
Rahul,F,Chennai,Never,Roll,43
Diya,F,Chennai,Daily,Vada,16
Harsh,F,Pune,Daily,Dosa,87
Tara,F,Delhi,Weekly,Dosa,54
Anaya,F,Chennai,Once,Burger,96
Anaya,M,Chennai,Daily,Pizza,48
Radhika,F,Pune,Once,Pizza,41
Ragini,F,Kolkata,Weekly,Roll,10
Meera,F,Mumbai,Once,Roll,57
Manav,M,Delhi,Weekly,Roll,98
Kabir,F,Pune,Monthly,Samosa,36
Aryan,F,Kolkata,Once,Dosa,82
Aryan,M,Hyderabad,Weekly,Roll,39
Om,M,Delhi,Weekly,Samosa,98
Kavya,M,Kolkata,Monthly,Pizza,46
Aditya,M,Mumbai,Daily,Vada,29
Simran,F,Delhi,Never,Vada,78
Aisha,M,Hyderabad,Monthly,Sandwich,67
Sneha,F,Hyderabad,Once,Dosa,29
Shreya,M,Kolkata,Daily,Paneer,41
Ira,M,Mumbai,Never,Dosa,56
Rahul,F,Kolkata,Never,Sandwich,25
Meera,M,Pune,Once,Dosa,62
Harsh,F,Mumbai,Weekly,Vada,36
Dhruv,F,Pune,Once,Dosa,58
Anaya,M,Pune,Weekly,Dosa,92
Aman,M,Hyderabad,Daily,Dosa,89
Rohit,M,Pune,Once,Chowmein,53
Anaya,F,Mumbai,Daily,Samosa,82
Saanvi,M,Ahmedabad,Monthly,Paneer,65
Tara,M,Pune,Once,Chowmein,20
Aditya,F,Chennai,Once,Pizza,12
Radhika,F,Ahmedabad,Weekly,Chowmein,73
Aarav,M,Kolkata,Monthly,Pizza,86
Shreya,F,Ahmedabad,Weekly,Sandwich,96
Dhruv,M,Ahmedabad,Once,Vada,81
Pooja,M,Pune,Never,Sandwich,11
Om,F,Bangalore,Once,Roll,93
Naira,M,Chennai,Daily,Samosa,28
Nitin,F,Kolkata,Weekly,Paneer,41
Arjun,M,Chennai,Once,Dosa,85
Tanvi,F,Hyderabad,Once,Chowmein,97
Tanvi,F,Mumbai,Once,Roll,55
Priya,M,Delhi,Daily,Burger,45
Abhay,F,Delhi,Monthly,Samosa,83
Ishaan,M,Ahmedabad,Daily,Sandwich,48
Priya,F,Ahmedabad,Daily,Sandwich,22
Ira,M,Ahmedabad,Never,Samosa,40
Diya,M,Kolkata,Weekly,Dosa,10
Om,M,Delhi,Monthly,Chowmein,76
Simran,F,Pune,Monthly,Dosa,42
Aryan,F,Kolkata,Once,Chowmein,13
Nitin,M,Mumbai,Never,Sandwich,55
Aarav,F,Bangalore,Never,Burger,61
Priya,F,Delhi,Weekly,Sandwich,11
Anaya,F,Chennai,Weekly,Roll,55
Ragini,M,Delhi,Daily,Vada,9
Dhruv,F,Chennai,Weekly,Samosa,35
Vivaan,M,Pune,Monthly,Pizza,35
Om,F,Hyderabad,Monthly,Burger,33
Vivek,M,Mumbai,Daily,Pizza,79
Karan,F,Bangalore,Daily,Samosa,75
Pooja,M,Kolkata,Weekly,Samosa,27
Tara,F,Bangalore,Monthly,Chowmein,62
Shreya,F,Mumbai,Weekly,Pizza,89
Aman,M,Mumbai,Never,Chowmein,63
Meera,M,Mumbai,Never,Chowmein,95
Rahul,F,Kolkata,Daily,Paneer,46
Radhika,M,Mumbai,Daily,Vada,81
Ishaan,F,Mumbai,Weekly,Samosa,9
Aryan,F,Mumbai,Monthly,Roll,53
Aman,M,Ahmedabad,Never,Burger,89
Rohit,M,Hyderabad,Never,Dosa,68
Shreya,M,Kolkata,Once,Chowmein,67
Dhruv,M,Bangalore,Never,Chowmein,85
Siddharth,M,Kolkata,Weekly,Samosa,71
Rahul,M,Kolkata,Never,Dosa,90
Aisha,M,Bangalore,Daily,Pizza,87
Simran,F,Ahmedabad,Weekly,Chowmein,93
Rahul,F,Ahmedabad,Never,Sandwich,15
Abhay,M,Mumbai,Never,Paneer,33
Aisha,F,Pune,Once,Sandwich,79
Tara,F,Mumbai,Weekly,Pizza,41
Saanvi,M,Chennai,Weekly,Samosa,13
Tanish,M,Hyderabad,Weekly,Paneer,69
Radhika,M,Chennai,Daily,Sandwich,81
Radhika,F,Bangalore,Never,Vada,26
Siddharth,M,Kolkata,Weekly,Samosa,76
Swati,F,Delhi,Daily,Samosa,34
Sneha,F,Chennai,Never,Chowmein,90
Reyansh,M,Ahmedabad,Weekly,Roll,46
Aryan,M,Hyderabad,Monthly,Chowmein,99
Nitin,F,Kolkata,Never,Vada,78
Karan,F,Bangalore,Never,Pizza,53
Tanvi,F,Ahmedabad,Once,Burger,43
Pooja,F,Hyderabad,Weekly,Chowmein,27
Rohit,F,Kolkata,Once,Sandwich,56
Priya,M,Chennai,Monthly,Sandwich,68
Nikhil,F,Chennai,Once,Samosa,49
Tanish,F,Ahmedabad,Once,Burger,6
Reyansh,M,Hyderabad,Once,Roll,89
Yash,F,Delhi,Once,Roll,42
Vivek,F,Chennai,Once,Sandwich,59
Rahul,M,Pune,Monthly,Sandwich,61
Radhika,F,Chennai,Monthly,Paneer,95
Aman,M,Hyderabad,Weekly,Paneer,48
Vivaan,M,Hyderabad,Monthly,Chowmein,73
Meera,F,Kolkata,Weekly,Dosa,48
Arjun,M,Pune,Weekly,Dosa,45
Shreya,M,Delhi,Weekly,Samosa,27
Kriti,M,Pune,Weekly,Vada,12
Aditya,F,Mumbai,Monthly,Dosa,29
Nitin,M,Pune,Monthly,Vada,94
Diya,F,Chennai,Weekly,Sandwich,50
Diya,F,Bangalore,Never,Sandwich,60
Aryan,F,Hyderabad,Daily,Dosa,15
Saanvi,M,Mumbai,Never,Paneer,81
Nitin,M,Bangalore,Weekly,Sandwich,58
Vivek,M,Bangalore,Daily,Pizza,96
Abhay,F,Delhi,Once,Paneer,80
Aisha,M,Ahmedabad,Weekly,Roll,65
Pooja,M,Hyderabad,Daily,Sandwich,34
Simran,F,Delhi,Daily,Vada,81
Swati,M,Kolkata,Never,Vada,17
Neha,F,Bangalore,Never,Pizza,72
Aman,M,Mumbai,Once,Dosa,63
Pooja,F,Kolkata,Daily,Chowmein,10
Ira,F,Delhi,Daily,Dosa,72
Radhika,M,Mumbai,Monthly,Paneer,40
Sneha,F,Pune,Never,Vada,6
Aisha,F,Chennai,Monthly,Vada,90
Kriti,F,Kolkata,Weekly,Paneer,45
Kabir,M,Kolkata,Never,Samosa,37
Priya,F,Pune,Never,Samosa,74
Aisha,F,Delhi,Monthly,Burger,18
Simran,F,Mumbai,Weekly,Paneer,27
Kabir,M,Kolkata,Never,Dosa,91
Radhika,F,Kolkata,Never,Chowmein,81
Shreya,F,Chennai,Once,Sandwich,23
Neha,M,Hyderabad,Daily,Sandwich,42
Sneha,F,Delhi,Daily,Vada,72
Naira,F,Mumbai,Daily,Burger,56
Harsh,F,Pune,Never,Paneer,98
Tara,F,Delhi,Once,Pizza,86
Rohit,F,Ahmedabad,Weekly,Samosa,90
Tanish,F,Delhi,Monthly,Roll,8
Anaya,M,Ahmedabad,Daily,Samosa,11
Vivaan,M,Ahmedabad,Daily,Chowmein,61
Nikhil,F,Pune,Never,Burger,89
